Algorithm,test_rmse,fit_time,test_time
SVDpp,0.8240225540747436,23.648207267125446,0.9517973264058431
SVD,0.8388447147203991,1.0285638968149822,0.06982199350992839
SVD,0.8414083934244821,0.9783820311228434,0.0548544724782308
