Algorithm,test_rmse,fit_time,test_time
SVDpp,0.823285634978454,26.187645196914673,1.0627599557240803
BaselineOnly,0.837929225643712,0.03656959533691406,0.0684831937154134
SVD,0.8381242131777156,1.2578215599060059,0.07282376289367676
